2
TSOW
TAGP
time = no
455
11339.865517661285	13200.802892828395
11339.811575480397	13201.325394024198
11340.21710605465	13202.727959587373
11339.592043831693	13203.900985201588
11338.966758293214	13205.082858849288
11338.34142875064	13206.27377299734
11337.854092055532	13207.3234280761
11337.034207872817	13207.514247322984
11335.95658683003	13210.441500444858
11334.874372024386	13213.391196145813
11316.859256273523	13199.674260060678
11287.411662771741	13175.465888487877
11256.650512274771	13149.98229593277
11221.686571981498	13120.33429361999
11193.51791234441	13097.362310041706
11192.162119592158	13100.306591480265
11137.556691666787	13046.159482591165
11111.407287723725	13017.927263683212
11087.193176600198	12991.746486187334
11067.651881608837	12971.358520259562
11033.931789597298	12936.827079685687
10958.109530865513	12860.227971109247
10923.986675778036	12825.338331773566
10875.742404993853	12775.208006947587
10818.900174229586	12716.492522633413
10786.252578851823	12681.984646824623
10744.870599671616	12638.757310150053
10705.130257641116	12598.449854127697
10655.080584566529	12548.00340336921
10588.779299006233	12481.33930192714
10546.072914176766	12438.304214291475
10497.529008576408	12388.32315877299
10470.74596954094	12359.979281503647
10438.702702889717	12326.38396250778
10419.40475443743	12305.542961217416
10385.762114995992	12271.52426264884
10325.556432476924	12211.208286680154
10326.768277877227	12212.345682136753
10389.01952891053	12274.559765981472
10425.587783596302	12310.058609551937
10449.227422743801	12329.995389448248
10486.214502490253	12361.57215039244
10517.42032746352	12387.410837303649
10569.533015302182	12435.209604271618
10614.435902671865	12476.24564853701
10682.392944718657	12540.362867727335
10733.615473808773	12587.770669848294
10776.618069395989	12626.11979411415
10821.427796352857	12666.362918798679
10853.494049455025	12698.521267758355
10909.660027712842	12754.814713567663
10955.636255737983	12801.74503125194
10988.169874245485	12835.811476214025
11032.60325547985	12881.785179968823
11058.41071191334	12909.140150131456
11110.333009217029	12961.972889190025
11134.811075788277	12986.793554533142
11160.81548495607	13013.172583016138
11193.315816782766	13046.07995600494
11211.191226944597	13064.974697103215
11236.062876594508	13091.485613570483
11267.921752133834	13124.970173397758
11286.35685512816	13145.039671742366
11296.309624428424	13156.181071392662
11339.910045797622	13200.299985363206
10413.093327023005	12340.46543886614
10442.212243544229	12364.329932522984
10505.245346025331	12422.158011480673
10556.055967068434	12467.812270483639
10604.3680997354	12511.0159790038
10655.66755561214	12557.254237381187
10697.045444155574	12593.617450052949
10782.707313564446	12674.310481613522
10816.765437582319	12703.444956720283
10885.659717098857	12767.460122841996
10939.033641978238	12815.998828994398
10977.808932315531	12849.983026594413
11005.642066924382	12873.068478029616
11059.295502077392	12922.01625380772
11096.395899801446	12954.452423186216
11122.133798096247	12975.566943560741
11172.809684853728	13021.659732473738
11208.051770206135	13052.37218162651
11226.181289298127	13066.100899493473
11253.180213203535	13088.736842690665
11286.227418802157	13117.45836586357
11303.589779295246	13130.565535354783
11318.706404020382	13141.577598422435
11346.563904890656	13165.365191204382
11360.937308847757	13176.639806471643
11361.166604822749	13175.947000184933
11362.247712018496	13176.13155216457
11362.45991951048	13175.475699436864
11362.66415630167	13174.837525260065
11362.86043704287	13174.21695285746
11361.260809396357	13176.511375317543
11358.690789491488	13178.243118924413
11356.942021800098	13180.832623509667
11355.178684515336	13183.444563195804
11338.768066485363	13171.446742853088
11310.035493157176	13147.164998275202
11295.776039241895	13137.39493130747
11276.131664226408	13122.27903947652
11216.605708191639	13067.321210539307
11214.371354356756	13069.695187900965
11193.346976661667	13053.319914078906
11157.34544108979	13022.008834429136
11106.91751046786	12976.313303372688
11079.024347480818	12953.195087233245
11041.264772632268	12920.25483996949
10966.400187197745	12850.253812768744
10921.951441917301	12810.713078634197
10889.033494929032	12782.74824930689
10839.377745086009	12738.09138971669
10763.375793378598	12667.134780693019
10737.506590179557	12646.291698785124
10667.941030391234	12581.760869306727
10610.661993904523	12529.564360007338
10545.063175337407	12469.09658830697
10504.661283678233	12433.755925155427
10460.99402471257	12395.153663538986
10426.121915807833	12365.395654696627
10391.65992391565	12332.696385209372
10341.342717624802	12283.347734780391
10299.869018435762	12242.87753216168
10238.77513243622	12182.823769197259
10231.968283504282	12177.095115125077
10277.313743708313	12220.75313667479
10328.075799490727	12266.107985511984
10355.91758013294	12288.59426769803
11255.893366183269	13070.239147971286
11228.329530558864	13046.961842878876
11209.24633639544	13032.20139805524
11173.840218962758	13001.154742653152
11144.219242895379	12975.93044489304
11115.677176121359	12951.822780433231
11094.305192067732	12934.9234427638
11028.86013403711	12873.989805889041
10978.338897977628	12828.020503666665
10939.596340732483	12793.863551173135
10887.432184987509	12746.229422795586
10825.586685168577	12688.954190667417
10787.723162628461	12655.701756272387
10740.371476708826	12613.002569911989
10695.5683992314	12572.894008364026
10640.810160166959	12522.872915466409
10569.89436095478	12456.737519659462
10522.0055829211	12413.67304247635
10467.815147900268	12364.351459577998
10435.302757968553	12336.75313930528
10397.210682540923	12303.6210318917
10371.87998160292	12283.296891590588
10330.712237356325	12247.183015577364
10263.553566623816	12185.126239646794
10259.944204576015	12186.667537870964
10320.017348502843	12251.940868020709
10355.23044228339	12292.404439614296
10374.090062692369	12316.502419315051
10406.132646988512	12353.7346857482
10432.64318740356	12384.588231730595
10482.746864804849	12435.709057963863
10532.123742317322	12482.220556062499
10605.591089431744	12550.205995595123
10664.877843038756	12604.06381054601
10712.099225023623	12645.90840758617
10762.868626755318	12691.35238287117
10802.363550925824	12725.57245970577
10865.98666496739	12783.970541547124
10921.200252213119	12834.008163443847
10960.501324179131	12868.181600890164
11012.033238626322	12914.634378824769
11077.92659993707	12975.496255781809
11100.214020565814	12992.85852147338
11127.54293180936	13015.353430049623
11156.47079233692	13039.49132020883
11210.187088143854	13088.46103509877
11211.76585993778	13085.335984528014
11238.87176614257	13107.780209205255
11272.472044000278	13136.760340146942
11291.804529794577	13151.513619991803
11331.89341880642	13187.063661679
11348.43258470813	13199.103767410079
11349.742797638473	13195.954147537148
11351.042425425103	13192.832620456533
11353.07924535978	13190.486422370435
11354.378593326606	13187.440363618041
11355.66756500794	13184.421021437598
11356.946291640063	13181.428017557342
11358.214896783076	13178.4609765182
11358.625112989894	13174.671140359073
11359.792292646056	13171.805929150478
11360.942720639765	13168.974125454286
11321.310278732508	13127.56829786355
